iata,icao,state,country,candidate_networks,candidate_sid,mwgg_tz,lat,lon,matched_network,evidence_basis,location_distance_km,valid_subperiod_start,valid_subperiod_end,utc_offset_equivalent_2018_2019,found_in_iem_network,verification_tier,iem_tzname,archive_begin,archive_end,period_covers_2018_2019,tz_matches_mwgg,note
HGR,KHGR,Maryland,US,MD_ASOS,HGR,America/New_York,39.707901,-77.72949982,MD_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.020478400206677516,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1973-01-22,,True,True,
HHH,KHXD,South Carolina,US,SC_ASOS,HHH,America/New_York,32.2243995667,-80.6975021362,,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",,,,,False,unconfirmed,,,,,,candidate sid HHH not found in SC_ASOS
HIB,KHIB,Minnesota,US,MN_ASOS,HIB,America/Chicago,47.38660049,-92.83899689,MN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00024039064461934745,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1972-01-01,,True,True,
HLN,KHLN,Montana,US,MT_ASOS,HLN,America/Denver,46.6068000793,-111.983001709,MT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.488130592985389,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1936-04-01,,True,True,
HNL,PHNL,Hawaii,US,HI_ASOS,PHNL,Pacific/Honolulu,21.3187007904,-157.9219970703,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.04173808613301506,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1939-06-01,,True,True,
HOB,KHOB,New Mexico,US,NM_ASOS,HOB,America/Denver,32.6875,-103.2170029,NM_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00027139639102420057,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1942-11-01,,True,True,
HOU,KHOU,Texas,US,TX_ASOS,HOU,America/Chicago,29.64539909,-95.27890015,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.9412154630526355,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1929-02-01,,True,True,
HPN,KHPN,New York,US,NY_ASOS,HPN,America/New_York,41.0670013428,-73.7076034546,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.014220011122170844,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-12-31,,True,True,
HRL,KHRL,Texas,US,TX_ASOS,HRL,America/Chicago,26.2285003662,-97.6544036865,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0003699623929551756,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1942-03-01,,True,True,
HSV,KHSV,Alabama,US,AL_ASOS,HSV,America/Chicago,34.6371994019,-86.775100708,AL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.2520752070644214,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1958-09-01,,True,True,
HTS,KHTS,West Virginia,US,WV_ASOS,HTS,America/New_York,38.36669922,-82.55799866,WV_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.32256556002692227,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1961-12-01,,True,True,
HVN,KHVN,Connecticut,US,CT_ASOS,HVN,America/New_York,41.26369858,-72.88680267,CT_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.01127961293903281,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
HYA,KHYA,Massachusetts,US,MA_ASOS,HYA,America/New_York,41.66930008,-70.28040314,MA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.08472556906808812,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
HYS,KHYS,Kansas,US,KS_ASOS,HYS,America/Chicago,38.84220123,-99.27320099,KS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00016142354550178844,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1980-08-25,,True,True,
IAD,KIAD,Virginia,US,VA_ASOS,IAD,America/New_York,38.94449997,-77.45580292,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.3054401198099361,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1962-11-16,,True,True,
IAG,KIAG,New York,US,NY_ASOS,IAG,America/New_York,43.1072998047,-78.9461975098,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00020331944177220363,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1951-06-12,,True,True,
IAH,KIAH,Texas,US,TX_ASOS,IAH,America/Chicago,29.9843997955,-95.3414001465,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.8588248273336931,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1966-08-13,,True,True,
ICT,KICT,Kansas,US,KS_ASOS,ICT,America/Chicago,37.6498985291,-97.4330978394,KS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.2729656209955066,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1954-01-01,,True,True,
IDA,KIDA,Idaho,US,ID_ASOS,IDA,America/Boise,43.5145988464,-112.0709991455,ID_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.10122920215150341,2018-01-01,2019-12-31,,True,confirmed_period,America/Boise,1933-05-01,,True,True,
ILM,KILM,North Carolina,US,NC_ASOS,ILM,America/New_York,34.2705993652,-77.9026031494,NC_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.24831569309250995,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1942-06-01,,True,True,
IMT,KIMT,Michigan,US,MI_ASOS,IMT,America/Chicago,45.8184013367,-88.1145019531,MI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.007599669165107767,2018-01-01,2019-12-31,True,True,tz_conflict_needs_resolution,America/Menominee,1972-12-31,,True,False,
IND,KIND,Indiana,US,IN_ASOS,IND,America/Indiana/Indianapolis,39.717300415,-86.2944030762,IN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.3305539038236969,2018-01-01,2019-12-31,,True,confirmed_period,America/Indiana/Indianapolis,1931-04-01,,True,True,
INL,KINL,Minnesota,US,MN_ASOS,INL,America/Chicago,48.5662002563,-93.4030990601,MN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.9271526196727414,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1939-10-25,,True,True,
IPT,KIPT,Pennsylvania,US,PA_ASOS,IPT,America/New_York,41.2417984009,-76.9210968018,PA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.17442098183406324,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1937-10-26,,True,True,
ISN,KISN,North Dakota,US,ND_ASOS,ISN,America/Chicago,48.177898407,-103.641998291,ND_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6065559819683396,2018-01-01,2019-10-18,,True,confirmed_current_only,America/Chicago,1950-04-01,2019-10-18,False,True,
ISP,KISP,New York,US,NY_ASOS,ISP,America/New_York,40.79520035,-73.10019684,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.1921425341060668,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
ITH,KITH,New York,US,NY_ASOS,ITH,America/New_York,42.4910011292,-76.4583969116,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0002826487826728812,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
ITO,PHTO,Hawaii,US,HI_ASOS,PHTO,Pacific/Honolulu,19.7213993073,-155.0480041504,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.13280007129264662,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1943-04-15,,True,True,
JAC,KJAC,Wyoming,US,WY_ASOS,JAC,America/Denver,43.6072998047,-110.7379989624,WY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.616860263987275,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1973-01-01,,True,True,
JAN,KJAN,Mississippi,US,MS_ASOS,JAN,America/Chicago,32.3111991882,-90.0758972168,MS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.0518176445261538,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1942-09-01,,True,True,
JAX,KJAX,Florida,US,FL_ASOS,JAX,America/New_York,30.4941005707,-81.6878967285,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0003198169888835954,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1930-10-31,,True,True,
JFK,KJFK,New York,US,NY_ASOS,JFK,America/New_York,40.63980103,-73.77890015,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.4154346817265318,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-07-01,,True,True,
JHM,PHJH,Hawaii,US,HI_ASOS,PHJH,Pacific/Honolulu,20.9629001617,-156.6730041504,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.1868027448866146,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1987-03-25,2023-01-26,True,True,
JLN,KJLN,Missouri,US,MO_ASOS,JLN,America/Chicago,37.1517982483,-94.498298645,MO_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.2782318014532779,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-01-01,,True,True,
JMS,KJMS,North Dakota,US,ND_ASOS,JMS,America/Chicago,46.92969894,-98.67819977,ND_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.1407386859207755,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-12-01,,True,True,
JNU,PAJN,Alaska,US,AK_ASOS,PAJN,America/Juneau,58.3549995422,-134.5760040283,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.017266774148932598,2018-01-01,2019-12-31,,True,confirmed_period,America/Juneau,1943-07-01,,True,True,
KOA,PHKO,Hawaii,US,HI_ASOS,PHKO,Pacific/Honolulu,19.7388000488,-156.046005249,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0424139626800026,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1972-12-31,,True,True,
KTN,PAKT,Alaska,US,AK_ASOS,PAKT,America/Sitka,55.35559845,-131.7140045,AK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.19032350705100287,2018-01-01,2019-12-31,True,True,tz_conflict_needs_resolution,America/Juneau,1948-07-01,,True,False,
LAN,KLAN,Michigan,US,MI_ASOS,LAN,America/Detroit,42.7787017822,-84.5874023438,MI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6211447465519276,2018-01-01,2019-12-31,,True,confirmed_period,America/Detroit,1948-01-01,,True,True,
LAR,KLAR,Wyoming,US,WY_ASOS,LAR,America/Denver,41.3120994568,-105.6750030518,WY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0002619493944033205,2018-01-01,2019-12-31,,True,confirmed_period,America/Denver,1928-11-26,,True,True,
LAS,KLAS,Nevada,US,NV_ASOS,LAS,America/Los_Angeles,36.08010101,-115.1520004,NV_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.3715655617768103,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1948-12-18,,True,True,
LAW,KLAW,Oklahoma,US,OK_ASOS,LAW,America/Chicago,34.5676994324,-98.4166030884,OK_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00028974471873150284,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1985-01-30,,True,True,
LAX,KLAX,California,US,CA_ASOS,LAX,America/Los_Angeles,33.94250107,-118.4079971,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",2.0399534922139746,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1931-06-02,,True,True,
LBB,KLBB,Texas,US,TX_ASOS,LBB,America/Chicago,33.6636009216,-101.8229980469,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.018329206556735055,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1937-03-31,,True,True,
LBE,KLBE,Pennsylvania,US,PA_ASOS,LBE,America/New_York,40.27590179,-79.40480042,PA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00020220324822742196,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1973-01-02,,True,True,
LBF,KLBF,Nebraska,US,NE_ASOS,LBF,America/Chicago,41.12620163,-100.6839981,NE_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.3442473509846327,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1933-06-01,,True,True,
LBL,KLBL,Kansas,US,KS_ASOS,LBL,America/Chicago,37.0442009,-100.9599991,KS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.008795960808968445,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1943-06-18,,True,True,
LCH,KLCH,Louisiana,US,LA_ASOS,LCH,America/Chicago,30.1261005402,-93.2232971191,LA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.42868207622503196,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1942-05-02,,True,True,
LCK,KLCK,Ohio,US,OH_ASOS,LCK,America/New_York,39.8138008118,-82.9278030396,OH_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0002748642005937535,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1942-08-01,,True,True,
LEX,KLEX,Kentucky,US,KY_ASOS,LEX,America/New_York,38.0364990234,-84.6059036255,KY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.4783335352908111,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1948-01-01,,True,True,
LFT,KLFT,Louisiana,US,LA_ASOS,LFT,America/Chicago,30.20529938,-91.98760223,LA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.7692803117405113,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1937-05-01,,True,True,
LGA,KLGA,New York,US,NY_ASOS,LGA,America/New_York,40.77719879,-73.87259674,NY_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6932722503539497,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1935-02-22,,True,True,
LGB,KLGB,California,US,CA_ASOS,LGB,America/Los_Angeles,33.81769943,-118.1520004,CA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.7918336780912842,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1930-12-07,,True,True,
LIH,PHLI,Hawaii,US,HI_ASOS,PHLI,Pacific/Honolulu,21.9759998322,-159.3390045166,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.28098142324742065,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1950-02-01,,True,True,
LIT,KLIT,Arkansas,US,AR_ASOS,LIT,America/Chicago,34.7294006348,-92.2242965698,AR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",1.0679821002321541,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-07-01,,True,True,
LNK,KLNK,Nebraska,US,NE_ASOS,LNK,America/Chicago,40.8510017395,-96.7592010498,NE_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",2.228691340043468,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1942-10-01,,True,True,
LNY,PHNY,Hawaii,US,HI_ASOS,PHNY,Pacific/Honolulu,20.7856006622,-156.9510040283,HI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.04116446671287259,2018-01-01,2019-12-31,,True,confirmed_period,Pacific/Honolulu,1972-12-31,,True,True,
LRD,KLRD,Texas,US,TX_ASOS,LRD,America/Chicago,27.543800354,-99.4616012573,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.009983233428857196,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1943-01-01,,True,True,
LSE,KLSE,Wisconsin,US,WI_ASOS,LSE,America/Chicago,43.87900162,-91.25669861,WI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.29726265209868075,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1933-05-22,,True,True,
LWB,KLWB,West Virginia,US,WV_ASOS,LWB,America/New_York,37.8582992554,-80.3994979858,WV_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00019525419861114794,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1972-12-31,,True,True,
LWS,KLWS,Idaho,US,ID_ASOS,LWS,America/Los_Angeles,46.3745002747,-117.0149993896,ID_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.030734096241767477,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1946-10-01,,True,True,
LYH,KLYH,Virginia,US,VA_ASOS,LYH,America/New_York,37.3266983032,-79.2004013062,VA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.860442104610913,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1947-12-31,,True,True,
MAF,KMAF,Texas,US,TX_ASOS,MAF,America/Chicago,31.9424991608,-102.202003479,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.6905832120334618,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1930-06-01,,True,True,
MBS,KMBS,Michigan,US,MI_ASOS,MBS,America/Detroit,43.5329017639,-84.0795974731,MI_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.324289519682137,2018-01-01,2019-12-31,,True,confirmed_period,America/Detroit,1948-11-30,,True,True,
MCI,KMCI,Missouri,US,MO_ASOS,MCI,America/Chicago,39.2975997925,-94.7138977051,MO_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00019881988969593184,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1972-10-01,,True,True,
MCO,KMCO,Florida,US,FL_ASOS,MCO,America/New_York,28.4293994904,-81.3089981079,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00019350261916740064,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1952-05-07,,True,True,
MDT,KMDT,Pennsylvania,US,PA_ASOS,MDT,America/New_York,40.1935005188,-76.7633972168,PA_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.013803957097672155,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1935-02-01,,True,True,
MDW,KMDW,Illinois,US,IL_ASOS,MDW,America/Chicago,41.7859992981,-87.7524032593,IL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00028127807427715245,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1928-10-04,,True,True,
MEI,KMEI,Mississippi,US,MS_ASOS,MEI,America/Chicago,32.3325996399,-88.7518997192,MS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.2559464138361933,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1942-03-01,,True,True,
MEM,KMEM,Tennessee,US,TN_ASOS,MEM,America/Chicago,35.0424003601,-89.9766998291,TN_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",2.2123233763011085,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1931-10-31,,True,True,
MFE,KMFE,Texas,US,TX_ASOS,MFE,America/Chicago,26.17580032,-98.23860168,TX_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.00017138408752837844,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1972-12-31,,True,True,
MFR,KMFR,Oregon,US,OR_ASOS,MFR,America/Los_Angeles,42.3741989136,-122.8730010986,OR_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.7701831084735138,2018-01-01,2019-12-31,,True,confirmed_period,America/Los_Angeles,1911-08-01,,True,True,
MGM,KMGM,Alabama,US,AL_ASOS,MGM,America/Chicago,32.30059814,-86.39399719,AL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.0003354524071909982,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1948-01-01,,True,True,
MHK,KMHK,Kansas,US,KS_ASOS,MHK,America/Chicago,39.1409988403,-96.6707992554,KS_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.875277389269358,2018-01-01,2019-12-31,,True,confirmed_period,America/Chicago,1972-12-31,,True,True,
MHT,KMHT,New Hampshire,US,NH_ASOS,MHT,America/New_York,42.932598114,-71.4356994629,NH_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",0.023894317791593626,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1947-12-31,,True,True,
MIA,KMIA,Florida,US,FL_ASOS,MIA,America/New_York,25.7931995392,-80.2906036377,FL_ASOS,"IEM network-metadata lookup only: station id presence + archive period coverage + tzname string match. Does NOT by itself confirm physical location, facility identity, or absence of a mid-period relocation/rename.",2.6955001012421005,2018-01-01,2019-12-31,,True,confirmed_period,America/New_York,1932-07-01,,True,True,
