ID,Month,Day_of_Month,Estimated_Departure_Time,Estimated_Arrival_Time,Origin_Airport,Destination_Airport,Distance,Airline,Carrier_Code(IATA),Carrier_ID(DOT),Tail_Number,matched,route,carrier_group
TRAIN_957852,8,27,1530,1609,OGG,HNL,100,Hawaiian Airlines Inc.,HA,19690,N476HA,False,OGG->HNL,reporting carrier
TRAIN_965373,8,6,1325,2200,LIH,LAX,2615,,HA,19690,N202HA,False,LIH->LAX,reporting carrier
TRAIN_969158,8,2,1853,1928,LIH,HNL,102,Hawaiian Airlines Inc.,,19690,N487HA,False,LIH->HNL,reporting carrier
TRAIN_971386,8,7,1726,1807,ITO,OGG,121,Hawaiian Airlines Inc.,HA,19690,N495HA,False,ITO->OGG,reporting carrier
TRAIN_977100,8,10,1840,1928,HNL,KOA,163,Hawaiian Airlines Inc.,HA,19690,N484HA,False,HNL->KOA,reporting carrier
TRAIN_982026,8,11,1100,1156,HNL,ITO,216,Hawaiian Airlines Inc.,HA,19690,N483HA,False,HNL->ITO,reporting carrier
TRAIN_982481,8,31,835,924,LIH,OGG,201,Hawaiian Airlines Inc.,HA,19690,N494HA,False,LIH->OGG,reporting carrier
TRAIN_983339,8,3,1510,2355,HNL,LAS,2762,Hawaiian Airlines Inc.,HA,19690,N378HA,False,HNL->LAS,reporting carrier
TRAIN_986184,8,4,1113,1157,HNL,OGG,100,Hawaiian Airlines Inc.,HA,19690,N493HA,False,HNL->OGG,reporting carrier
TRAIN_990466,8,23,700,955,LAX,HNL,2556,Hawaiian Airlines Inc.,HA,19690,N383HA,False,LAX->HNL,reporting carrier
TRAIN_990950,8,15,1115,1940,OGG,PDX,2562,Hawaiian Airlines Inc.,HA,19690,N205HA,False,OGG->PDX,reporting carrier
TRAIN_993926,8,1,501,546,HNL,KOA,163,Hawaiian Airlines Inc.,HA,19690,N477HA,False,HNL->KOA,reporting carrier
TRAIN_995370,8,26,1350,1437,HNL,LIH,102,Hawaiian Airlines Inc.,HA,19690,N486HA,False,HNL->LIH,reporting carrier
TRAIN_995781,8,12,700,955,LAX,HNL,2556,Hawaiian Airlines Inc.,HA,19690,N390HA,False,LAX->HNL,reporting carrier
TRAIN_996225,8,23,1415,1500,HNL,OGG,100,Hawaiian Airlines Inc.,HA,19690,N480HA,False,HNL->OGG,reporting carrier
TRAIN_997183,8,2,1307,1348,OGG,HNL,100,,HA,19690,N480HA,False,OGG->HNL,reporting carrier
TRAIN_998231,8,25,1350,1437,HNL,LIH,102,Hawaiian Airlines Inc.,HA,19690,N481HA,False,HNL->LIH,reporting carrier
