ID,row_position,attributed_year,attributed_date,season,region,origin_timezone,region_timezone_bucket,origin_size_tier,stratum_label,Origin_Airport,Destination_Airport,Estimated_Departure_Time,origin_tier,dest_tier,row_tier,collectible,not_collectible_reason
TRAIN_869560,869560,2018,2018-10-29,fall,West,America/Los_Angeles,West:Los_Angeles,small,2018|fall|West:Los_Angeles|small,MMH,LAX,1820.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_876486,876486,2018,2018-09-18,fall,Midwest,America/Detroit,Midwest:Detroit,large,2018|fall|Midwest:Detroit|large,DTW,ATL,1655.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_877129,877129,2019,2019-10-25,fall,South,America/New_York,South:New_York,medium,2019|fall|South:New_York|medium,SRQ,CVG,2035.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_879280,879280,2018,2018-12-22,winter,West,America/Denver,West:Denver,medium,2018|winter|West:Denver|medium,SGU,PHX,1246.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_881152,881152,2019,2019-06-03,summer,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,medium,2019|summer|Midwest:Indianapolis|medium,SBN,MSP,700.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_885038,885038,2019,2019-05-02,spring,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,large,2019|spring|Midwest:Indianapolis|large,IND,EWR,1600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_885514,885514,2018,2018-08-16,summer,South,America/New_York,South:New_York,medium,2018|summer|South:New_York|medium,PGD,MDT,1249.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_885830,885830,2019,2019-10-05,fall,Alaska,America/Anchorage,Alaska,large,2019|fall|Alaska|large,ANC,SEA,155.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_894411,894411,2019,2019-08-20,summer,West,America/Denver,West:Denver,small,2019|summer|West:Denver|small,GUC,DEN,1753.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_897311,897311,2018,2018-05-22,spring,South,America/New_York,South:New_York,small,2018|spring|South:New_York|small,SHD,IAD,2025.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_897522,897522,2019,2019-10-07,fall,Midwest,America/Denver,Midwest:Denver,small,2019|fall|Midwest:Denver|small,DIK,DEN,1543.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_898957,898957,2019,2019-11-19,fall,West,America/Boise,West:Boise,large,2019|fall|West:Boise|large,BOI,LAX,746.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_899268,899268,2019,2019-06-20,summer,West,America/Boise,West:Boise,small,2019|summer|West:Boise|small,PIH,SLC,1835.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_901579,901579,2019,2019-08-08,summer,West,America/Phoenix,West:Phoenix,medium,2019|summer|West:Phoenix|medium,AZA,PIA,1410.0,unconfirmed,confirmed_period,unconfirmed,False,"origin=unconfirmed,destination=confirmed_period"
TRAIN_904526,904526,2018,2018-04-18,spring,West,America/Los_Angeles,West:Los_Angeles,large,2018|spring|West:Los_Angeles|large,SNA,EWR,1605.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_913365,913365,2018,2018-03-15,spring,Hawaii,Pacific/Honolulu,Hawaii,medium,2018|spring|Hawaii|medium,ITO,HNL,620.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_924197,924197,2018,2018-11-20,fall,South,America/New_York,South:New_York,small,2018|fall|South:New_York|small,CSG,ATL,1145.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_929959,929959,2019,2019-04-04,spring,West,America/Denver,West:Denver,medium,2019|spring|West:Denver|medium,BIL,SLC,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_936562,936562,2018,2018-01-20,winter,Alaska,America/Anchorage,Alaska,small,2018|winter|Alaska|small,BRW,FAI,1154.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_939194,939194,2019,2019-11-28,fall,West,America/Boise,West:Boise,medium,2019|fall|West:Boise|medium,TWF,SLC,630.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_941415,941415,2019,2019-03-17,spring,South,America/Denver,South:Denver,large,2019|spring|South:Denver|large,ELP,ATL,600.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_942785,942785,2019,2019-06-13,summer,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,small,2019|summer|Non-contiguous territory|small,STX,MIA,1546.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_945566,945566,2019,2019-03-26,spring,Northeast,America/New_York,Northeast:New_York,medium,2019|spring|Northeast:New_York|medium,ITH,PHL,1046.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_947450,947450,2018,2018-10-20,fall,Alaska,America/Anchorage,Alaska,large,2018|fall|Alaska|large,ANC,FAI,900.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_947968,947968,2019,2019-11-21,fall,Non-contiguous territory,America/Puerto_Rico,Non-contiguous territory,large,2019|fall|Non-contiguous territory|large,SJU,BWI,1450.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_950609,950609,2019,2019-07-21,summer,West,America/Denver,West:Denver,medium,2019|summer|West:Denver|medium,GJT,PHX,728.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_963593,963593,2018,2018-12-12,winter,Northeast,America/New_York,Northeast:New_York,medium,2018|winter|Northeast:New_York|medium,ORH,PHL,1547.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_978779,978779,2019,2019-03-08,spring,Midwest,America/Detroit,Midwest:Detroit,small,2019|spring|Midwest:Detroit|small,CMX,ORD,1310.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_982731,982731,2019,2019-05-11,spring,Midwest,America/Indiana/Indianapolis,Midwest:Indianapolis,medium,2019|spring|Midwest:Indianapolis|medium,SBN,ORD,800.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_986091,986091,2019,2019-08-04,summer,Alaska,America/Sitka,Alaska,small,2019|summer|Alaska|small,SIT,SEA,1015.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_990350,990350,2019,2019-09-12,fall,Non-contiguous territory,America/St_Thomas,Non-contiguous territory,medium,2019|fall|Non-contiguous territory|medium,STT,MCO,1514.0,tz_conflict_needs_resolution,confirmed_period,tz_conflict_needs_resolution,False,"origin=tz_conflict_needs_resolution,destination=confirmed_period"
TRAIN_998292,998292,2018,2018-07-11,summer,Alaska,America/Nome,Alaska,small,2018|summer|Alaska|small,OME,ANC,1226.0,confirmed_period,confirmed_period,confirmed_period,True,
TRAIN_998369,998369,2019,2019-10-14,fall,West,America/Denver,West:Denver,small,2019|fall|West:Denver|small,COD,DEN,535.0,confirmed_period,confirmed_period,confirmed_period,True,
